,NIP,1900-Q000001,1900-Q000002,1900-Q000003,1900-Q000004,1901-Q000001,1901-Q000002,1901-Q000003,1901-Q000004,1902-Q000001,1902-Q000002,1902-Q000003,1902-Q000004,1903-Q000001,FT1,FV1,FT2,FV2
1304,N201803041,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1305,N201803066,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1306,N201803073,0,0,0,2,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1307,N201803093,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1308,N201803109,0,0,2,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1309,N201803120,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1310,N201803134,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1311,N201803145,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1312,N201803152,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1313,N201803184,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1314,N201803187,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1315,N201803188,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1316,N201803204,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1317,N201803217,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1318,N201803255,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1319,N201803280,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1320,N201803283,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1321,N201803298,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1322,N201803311,0,0,0,0,2,6,3,1,0,1,0,0,0,6,TRAIT,1,UDTP
1323,N201803332,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1324,N201803347,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1325,N201803371,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1326,N201803415,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1327,N201803419,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1328,N201803420,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1329,N201803436,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1330,N201803450,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1331,N201803452,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1332,N201803456,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1333,N201803465,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1334,N201803468,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1335,N201803494,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1336,N201803500,0,0,0,0,8,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1337,N201803514,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1338,N201803520,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1339,N201803528,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1340,N201803561,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1341,N201803567,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1342,N201803581,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1343,N201803601,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1344,N201803618,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1345,N201803632,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1346,N201803635,0,0,2,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1347,N201803641,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1348,N201803645,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1349,N201803672,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1350,N201803679,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1351,N201803684,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1352,N201803686,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1353,N201803697,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1354,N201803721,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1355,N201803724,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1356,N201803763,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1357,N201803767,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1358,N201803770,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1359,N201803775,0,0,0,2,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1360,N201803776,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1361,N201803788,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1362,N201803799,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1363,N201803804,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1364,N201803806,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1365,N201803807,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1366,N201803810,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1367,N201803826,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1368,N201803840,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1369,N201803877,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1370,N201803896,0,0,0,0,0,4,2,2,3,2,0,0,0,6,TRAIT,1,UDTP
1371,N201803897,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1372,N201803904,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1373,N201803964,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1374,N201803969,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1375,N201803974,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1376,N201803976,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1377,N201803998,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1378,N201803999,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1379,N201804002,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1380,N201804032,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1381,N201804044,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1382,N201804050,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1383,N201804073,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1384,N201804085,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1385,N201804104,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1386,N201804110,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1387,N201804119,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1388,N201804131,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1389,N201804149,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1390,N201804153,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1391,N201804158,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1392,N201804171,0,0,0,0,0,0,0,0,1,1,0,0,0,6,TRAIT,1,UDTP
1393,N201804213,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1394,N201804215,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1395,N201804221,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1396,N201804223,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1397,N201804229,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1398,N201804238,0,0,0,4,3,0,1,1,1,0,0,0,0,6,TRAIT,1,UDTP
1399,N201804307,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1400,N201804316,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1401,N201804317,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1402,N201804328,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1403,N201804329,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1404,N201804352,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1405,N201804353,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1406,N201804362,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1407,N201804384,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1408,N201804388,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1409,N201804398,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1410,N201804400,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1411,N201804401,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1412,N201804406,0,2,4,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1413,N201804420,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1414,N201804428,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1415,N201804453,0,0,0,7,4,2,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1416,N201804462,0,4,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1417,N201804465,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1418,N201804469,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1419,N201804518,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1420,N201804528,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1421,N201804530,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1422,N201804557,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1423,N201804565,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1424,N201804566,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1425,N201804567,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1426,N201804570,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1427,N201804581,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1428,N201804586,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1429,N201804618,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1430,N201804628,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1431,N201804632,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1432,N201804637,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1433,N201804651,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1434,N201804656,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1435,N201804663,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1436,N201804681,0,0,0,0,2,8,2,1,1,0,0,0,0,6,TRAIT,1,UDTP
1437,N201804694,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1438,N201804697,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1439,N201804723,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1440,N201804725,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1441,N201804738,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1442,N201804739,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1443,N201804755,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1444,N201804761,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1445,N201804767,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1446,N201804780,0,0,0,0,2,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1447,N201804788,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1448,N201804789,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1449,N201804813,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1450,N201804831,0,4,5,7,6,3,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1451,N201804845,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1452,N201804852,0,0,0,0,0,2,8,3,2,0,0,0,0,6,TRAIT,1,UDTP
1453,N201804871,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1454,N201804880,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1455,N201804883,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1456,N201804888,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1457,N201804892,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1458,N201804902,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1459,N201804914,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1460,N201804921,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1461,N201804923,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1462,N201804926,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1463,N201804943,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1464,N201804955,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1465,N201804956,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1466,N201804959,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1467,N201804971,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1468,N201804973,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1469,N201805017,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1470,N201805042,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1471,N201805044,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1472,N201805045,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1473,N201805059,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1474,N201805065,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1475,N201805078,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1476,N201805099,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1477,N201805100,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1478,N201805107,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1479,N201805108,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1480,N201805109,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1481,N201805111,0,0,1,2,5,3,3,0,0,0,0,0,0,6,TRAIT,1,UDTP
1482,N201805112,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1483,N201805117,0,0,2,5,2,0,1,1,4,0,0,0,0,6,TRAIT,1,UDTP
1484,N201805127,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1485,N201805130,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1486,N201805132,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1487,N201805133,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1488,N201805151,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1489,N201805163,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1490,N201805166,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1491,N201805167,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1492,N201805168,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1493,N201805169,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1494,N201805172,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1495,N201805179,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1496,N201805184,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1497,N201805191,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1498,N201805195,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1499,N201805196,0,0,0,8,5,5,4,7,1,0,0,0,0,6,TRAIT,1,UDTP
1500,N201805198,0,2,2,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1501,N201805208,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1502,N201805209,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1503,N201805242,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1504,N201805250,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1505,N201805251,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1506,N201805255,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1507,N201805256,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1508,N201805263,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1509,N201805272,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1510,N201805284,0,1,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1511,N201805285,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1512,N201805292,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1513,N201805301,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1514,N201805304,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1515,N201805305,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1516,N201805306,0,1,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1517,N201805313,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1518,N201805326,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1519,N201805332,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1520,N201805338,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1521,N201805343,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1522,N201805356,0,0,2,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1523,N201805357,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1524,N201805364,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1525,N201805381,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1526,N201805383,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1527,N201805388,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1528,N201805429,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1529,N201805436,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1530,N201805439,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1531,N201805440,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1532,N201805442,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1533,N201805444,0,4,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1534,N201805448,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1535,N201805463,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1536,N201805471,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1537,N201805475,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1538,N201805486,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1539,N201805499,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1540,N201805502,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1541,N201805507,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1542,N201805524,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1543,N201805554,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1544,N201805561,0,5,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1545,N201805564,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1546,N201805565,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1547,N201805569,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1548,N201805579,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1549,N201805589,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1550,N201805591,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1551,N201805602,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1552,N201805613,0,4,2,8,6,6,6,4,2,0,0,0,0,6,TRAIT,1,UDTP
1553,N201805622,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1554,N201805626,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1555,N201805630,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1556,N201805634,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1557,N201805638,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1558,N201805647,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1559,N201805658,0,0,5,1,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1560,N201805671,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1561,N201805685,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1562,N201805693,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1563,N201805695,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1564,N201805702,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1565,N201805710,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1566,N201805720,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1567,N201805723,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1568,N201805724,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1569,N201805733,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1570,N201805739,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1571,N201805745,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1572,N201805746,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1573,N201805747,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1574,N201805750,1,2,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1575,N201805760,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1576,N201805761,0,0,2,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1577,N201805767,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1578,N201805773,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1579,N201805775,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1580,N201805779,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1581,N201805782,0,11,4,8,4,4,1,1,0,0,0,0,0,6,TRAIT,1,UDTP
1582,N201805787,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1583,N201805789,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1584,N201805791,0,1,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1585,N201805798,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
1586,N201805802,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,UDTP
